0,0,0,0,0,0
8.79999999999909e-05,6.47499999995027e-06,7.128e-05,0.000142753000000009,2.46499999999594e-05,0.000211999999999879
0.000159982999999989,0.000108049999999915,0.000234852000000001,0.00024059600000001,2.21830000000089e-05,0.000460166999999956
0.000299674999999999,0.000524474999999969,0.000598572,0.000281158000000004,1.00250000000246e-05,0.000660499999999953
0.000276574999999987,0.000630799999999931,0.000605360000000001,0.000214008000000002,0.000387649999999962,0.000879749999999957
0.000421116999999999,0.000852949999999963,0.000646363,0.000232793000000009,0.000621717000000022,0.00140249999999997
0.000687899999999991,0.00111517499999991,0.000684693,0.000344985000000006,0.00103852500000001,0.00182850000000001
0.000692749999999992,0.00105548299999991,0.000598679,0.000297036000000001,0.00101548299999998,0.00188616699999988
0.000887482999999994,0.001122183,0.00059242,0.000309730000000008,0.00125414999999995,0.00204925
0.000872449999999997,0.00107959999999996,0.000594206,0.000392983,0.00170617500000003,0.00223474999999995
0.000811724999999999,0.00108900000000001,0.000629909,0.000973783000000006,0.00263218300000001,0.00228549999999994
0.00074334999999999,0.00118611699999993,0.000778894,0.00697547500000001,0.015317225,0.00084099999999987
0.0017577,0.00242282500000002,0.002230644,0.00477375300000001,0.038830417,0.00711250000000008
0.000281842000000004,0.0113658,0.004195317,0.031612082,0.0520332,0.0296657499999999
0.02128493,0.01464805,0.02005156,0.087325677,0.100310525,0.0511524999999999
0.07856327,0.123005325,0.026795337,0.138315877,0.143652417,0.0748838330000001
0.15195199,0.172852525,0.01097749,0.191052452,0.168203375,0.1184925
0.225821313,0.178293183,0.078431536,0.246056544,0.182340017,0.172216833
0.3091877,0.162352525,0.153535986,0.320311477,0.163936375,0.2294415
0.354356783,0.15689835,0.196025703,0.377241352,0.127403325,0.266264
0.367699625,0.153995525,0.211831361,0.405221177,0.08774655,0.2839005
0.361402275,0.149066,0.232893486,0.407948602,0.066728975,0.271529
0.351551983,0.13603465,0.243338936,0.38886551,0.07394975,0.2681685
0.34760225,0.14938135,0.228726311,0.353012352,0.100262975,0.2735785
0.338651183,0.16292295,0.213566136,0.315291844,0.110881317,0.271483833
0.313196425,0.1807428,0.196257211,0.273656552,0.109613775,0.2491695
0.277229317,0.194539517,0.171835636,0.212385102,0.110928225,0.1986985
